Iteration,Noise Level,Basis Shape Error (%),Basis Motion Error (%),Rotation Shape Error (%),Rotation Motion Error (%),,Basis,Rotation
790,0.79,131.8722782,100.4033517,126.2708335,100.2403707,,0,1
791,0.791,125.9609708,100.2469702,127.3817339,100.3819311,,1,0
792,0.792,117.5480994,99.89394086,114.4784835,99.80564602,,0,1
793,0.793,123.1537788,100.5169876,120.3249341,100.2813378,,0,1
794,0.794,115.284722,99.67498867,120.5422532,99.79221204,,1,0
795,0.795,116.344461,99.83891079,117.6999498,99.92310119,,1,0
796,0.796,126.0171919,100.100235,123.3753864,99.97734629,,0,1
797,0.797,118.0362738,99.93471119,119.8731007,100.0724909,,1,0
798,0.798,125.6925979,100.3036482,121.6054271,100.1408321,,0,1
799,0.799,123.2724047,100.3014813,121.38676,100.1542383,,0,1
800,0.8,117.1830967,100.0535181,116.0395007,100.1509185,,1,0
801,0.801,117.8469464,100.2291924,117.9176489,100.1898446,,0,1
802,0.802,118.9588105,100.0737669,126.0073729,100.2200511,,1,0
803,0.803,122.912825,100.3498875,126.400772,100.3811747,,1,0
804,0.804,120.9538674,100.1208211,120.3306743,100.013784,,0,1
805,0.805,127.3622581,100.0117907,122.9966014,99.83640521,,0,1
806,0.806,111.1692022,99.68916454,108.8784414,99.43108031,,0,1
807,0.807,121.1764232,100.2897817,124.5318829,100.6043459,,1,0
808,0.808,112.166052,99.91177897,110.9504808,99.8719344,,0,1
809,0.809,115.7381527,99.85897661,109.5077738,99.58491369,,0,1
810,0.81,119.2671711,100.1137725,119.6385928,99.98189895,,0,1
811,0.811,128.0544548,100.1008659,127.4454583,100.1748858,,1,0
812,0.812,132.8283597,100.5138151,131.1404602,100.3665829,,0,1
813,0.813,121.6309633,100.3619743,127.1744466,100.4728137,,1,0
814,0.814,132.3635871,100.7629968,132.1132389,100.8094977,,1,0
815,0.815,116.0571053,99.7989795,116.6705156,99.91797288,,1,0
816,0.816,117.0585482,99.96433607,125.6820378,100.260912,,1,0
817,0.817,113.1747448,99.50870244,116.7172933,99.70908573,,1,0
818,0.818,111.8722017,99.8837627,120.4664761,100.1091792,,1,0
819,0.819,121.4558257,100.0690527,114.0790186,99.87115817,,0,1
820,0.82,111.8127185,99.87257001,108.5584422,99.74380887,,0,1
821,0.821,125.4803618,100.6975117,125.4917818,100.7046239,,1,0
822,0.822,112.0693947,99.55400198,115.1010566,99.81684378,,1,0
823,0.823,125.933847,100.3424903,126.6077207,100.3408428,,0,1
824,0.824,124.4205706,100.2313971,126.7752361,100.2530506,,1,0
825,0.825,117.9577541,100.2031981,122.9058879,100.356785,,1,0
826,0.826,121.5128603,100.1893199,109.6599417,99.56753101,,0,1
827,0.827,123.9562115,100.3888413,123.8723721,100.3841762,,0,1
828,0.828,114.9991807,100.0637978,106.738649,99.89117461,,0,1
829,0.829,112.3544405,99.43260892,113.2269438,99.39677612,,0,1
830,0.83,127.2419434,100.3802928,135.0563532,100.5907591,,1,0
831,0.831,121.9326149,100.0697277,129.3857463,100.3613977,,1,0
832,0.832,128.2534763,100.3674002,124.1981398,100.1630564,,0,1
833,0.833,131.1809655,100.5338749,124.1314745,100.4305237,,0,1
834,0.834,126.6753303,100.0015519,126.576487,99.9467013,,0,1
835,0.835,124.2805651,99.94031497,121.1045132,99.78693942,,0,1
836,0.836,127.7465134,100.4028715,125.919236,100.2080611,,0,1
837,0.837,126.2369752,100.4607782,125.6524243,100.4802358,,1,0
838,0.838,114.2514466,100.0895853,118.3958126,100.2728341,,1,0
839,0.839,120.5810998,99.67736628,121.1840322,99.77622418,,1,0
840,0.84,130.2708629,100.2385574,130.4951682,100.2986426,,1,0
841,0.841,121.2496916,99.75093194,121.3292517,99.80114361,,1,0
842,0.842,117.2848628,99.85851055,120.4673069,99.81267922,,0,1
843,0.843,116.4073812,99.9746135,120.0357239,100.017089,,1,0
844,0.844,124.1258311,100.1133224,121.0799938,100.040079,,0,1
845,0.845,127.9446619,100.0865815,132.7311417,100.3255441,,1,0
846,0.846,129.1206032,100.2907279,121.8440725,99.92939743,,0,1
847,0.847,118.7154978,100.2480094,110.1283997,99.95433794,,0,1
848,0.848,124.4615227,100.2308188,131.0083248,100.6346741,,1,0
849,0.849,118.3082194,100.2031161,121.0903128,100.1765575,,0,1
850,0.85,123.7720852,100.2445509,124.1835782,100.2578995,,1,0
851,0.851,114.7444575,99.88016053,118.5025365,99.88802795,,1,0
852,0.852,120.6078274,99.60256101,117.845262,99.67497884,,1,0
853,0.853,130.0243673,100.3807597,132.6097697,100.3669232,,0,1
854,0.854,126.3203869,100.1480525,125.227089,100.2658354,,1,0
855,0.855,109.5234601,99.73197595,111.8359632,99.72376934,,0,1
856,0.856,107.848462,99.44182863,105.8347803,99.4012656,,0,1
857,0.857,120.0215691,100.5596236,124.2160399,100.6346191,,1,0
858,0.858,111.7821592,99.90915649,112.8014195,99.91299073,,1,0
859,0.859,112.2109196,99.84286023,113.9332685,99.97779148,,1,0
860,0.86,117.3633173,99.83630109,118.9701016,99.91445643,,1,0
861,0.861,122.8326462,100.0924913,118.8915673,100.0037595,,0,1
862,0.862,132.5436119,100.5141468,133.9313092,100.6620514,,1,0
863,0.863,104.8531778,99.57322624,110.0711269,99.74433717,,1,0
864,0.864,124.7953436,100.2662851,128.014609,100.4345643,,1,0
865,0.865,116.7899968,99.63409344,117.3712969,99.53988147,,0,1
866,0.866,124.6756788,100.0697715,131.4694284,100.249019,,1,0
867,0.867,119.6467724,99.68072875,117.5491922,99.7860796,,1,0
868,0.868,137.6918675,100.6272857,130.8924101,100.3777048,,0,1
869,0.869,122.1594023,100.1641394,117.364338,100.2296812,,1,0
870,0.87,117.9729597,99.92047097,114.8517294,99.8451212,,0,1
871,0.871,126.7532205,100.1609454,128.9239614,100.2380327,,1,0
872,0.872,124.2063011,100.291064,127.7260257,100.2675636,,0,1
873,0.873,110.5527202,99.61927703,117.7392051,99.98448626,,1,0
874,0.874,124.8107313,100.2257327,123.5642391,100.2318965,,1,0
875,0.875,121.0457891,100.0974187,120.3176314,100.031395,,0,1
876,0.876,115.7972013,100.109023,109.948957,99.93221949,,0,1
877,0.877,120.5109918,99.70971792,113.4550097,99.68160249,,0,1
878,0.878,120.9910702,100.1037944,121.8634049,99.92145711,,0,1
879,0.879,127.2674142,100.1090764,122.4945013,99.8309114,,0,1
880,0.88,127.4231368,100.5751286,126.5549329,100.5268157,,0,1
881,0.881,108.6307166,99.73860879,111.7907424,99.74209841,,1,0
882,0.882,127.602211,100.2236679,121.5586514,100.2028944,,0,1
883,0.883,124.4071516,99.90675897,121.4946297,99.94637709,,1,0
884,0.884,123.6238192,100.0882211,123.4201401,100.073434,,0,1
885,0.885,133.7579622,100.3884802,129.6997092,100.2739607,,0,1
886,0.886,117.1200389,100.0554691,114.7802442,100.0067373,,0,1
887,0.887,126.7582669,99.97202201,127.9310773,100.1581394,,1,0
888,0.888,116.6605799,100.1534629,124.9300078,100.4783133,,1,0
889,0.889,119.0608323,100.1224167,123.0579361,100.2425541,,1,0
890,0.89,130.1981844,100.4594804,130.5160912,100.4948548,,1,0
891,0.891,122.9434045,100.2857512,116.7343522,100.1138146,,0,1
892,0.892,111.8910188,99.53696307,110.5547319,99.91295961,,1,0
893,0.893,124.2912696,100.2397551,131.0264961,100.391422,,1,0
894,0.894,123.2108798,100.3076741,128.7541025,100.4416177,,1,0
895,0.895,128.1171643,100.0008743,125.4175964,99.99371294,,0,1
896,0.896,120.0905114,99.90327424,124.080803,100.119366,,1,0
897,0.897,120.8877043,99.95583596,116.6269578,99.68770426,,0,1
898,0.898,120.8333749,100.1007974,123.0908746,100.0876754,,0,1
899,0.899,120.8755511,99.93466878,120.8036207,99.9396821,,1,0
900,0.9,119.3464862,99.99854595,121.4039187,100.0589146,,1,0
901,0.901,133.9055737,100.3375154,132.2503187,100.3082708,,0,1
902,0.902,123.7958153,100.2912731,122.9654115,100.1931142,,0,1
903,0.903,122.0209997,99.9006099,124.5150406,99.93511123,,1,0
904,0.904,126.9236478,100.2257961,127.0318544,100.3867318,,1,0
905,0.905,114.2542874,99.71288229,115.6960191,99.75482716,,1,0
906,0.906,125.1137823,100.0492355,124.740074,99.94131541,,0,1
907,0.907,128.61475,100.4762343,122.2374089,100.2769322,,0,1
908,0.908,125.632697,100.1716161,127.3764905,100.2394677,,1,0
909,0.909,119.1897937,99.87562615,111.3025264,99.64718365,,0,1
910,0.91,127.833123,100.3883297,124.557446,100.2968038,,0,1
911,0.911,124.5375107,100.1237112,122.8700201,100.1616618,,1,0
912,0.912,114.7489268,99.63419688,120.171193,99.84213536,,1,0
913,0.913,124.2671528,100.1207365,128.2636987,100.1195339,,0,1
914,0.914,125.8098753,100.0883638,121.9635376,99.90007698,,0,1
915,0.915,111.0154946,99.5088729,117.040871,99.72753396,,1,0
916,0.916,126.7957757,100.3208322,124.6742549,100.2586394,,0,1
917,0.917,122.2164847,99.57495334,119.1782219,99.44376806,,0,1
918,0.918,113.4409017,99.60021419,118.6679041,99.65037314,,1,0
919,0.919,120.6150714,100.0023928,119.9543503,100.1750208,,1,0
920,0.92,122.5617249,100.1933581,119.1154248,100.0764332,,0,1
921,0.921,125.0996477,99.96752837,124.8894256,99.9229329,,0,1
922,0.922,112.6827686,99.53288632,116.4897752,99.68631157,,1,0
923,0.923,125.2159689,100.235453,120.6160019,100.1352672,,0,1
924,0.924,118.4679747,100.2223323,118.0340688,100.1549971,,0,1
925,0.925,125.825903,100.1193852,118.9236729,99.98791232,,0,1
926,0.926,116.1984098,99.85468739,120.390043,99.85670389,,1,0
927,0.927,117.9807489,100.0497293,116.4968121,100.0201047,,0,1
928,0.928,114.6025588,99.77373674,110.2594951,99.75904946,,0,1
929,0.929,127.9600418,100.1667537,125.5463774,100.081206,,0,1
930,0.93,117.9486818,99.79725846,117.0393948,99.81151839,,1,0
931,0.931,114.8033178,99.90409005,117.9210872,100.1769618,,1,0
932,0.932,132.2635816,100.4830533,123.4805004,100.370992,,0,1
933,0.933,124.247064,100.3872471,116.8529151,100.2810725,,0,1
934,0.934,127.3244834,100.4923106,132.1968463,100.8183633,,1,0
935,0.935,126.30301,100.210025,126.6443469,100.2334807,,1,0
936,0.936,123.9996862,100.5611245,128.8399642,100.7466773,,1,0
937,0.937,120.8344406,100.3852774,123.8398724,100.3514998,,0,1
938,0.938,122.636336,99.92665451,119.3211965,99.79433608,,0,1
939,0.939,122.0351403,100.1279788,124.6538664,100.2780505,,1,0
940,0.94,124.1129959,99.95772331,123.8561847,100.1102052,,1,0
941,0.941,129.3692252,100.0797451,123.3088796,99.63562671,,0,1
942,0.942,114.6664334,99.86254701,113.9513033,99.85457756,,0,1
943,0.943,116.700821,99.77059601,113.8372577,99.58607068,,0,1
944,0.944,123.9964536,100.2001738,122.0925993,100.2398626,,1,0
945,0.945,118.1018682,99.78002915,118.8200814,99.76465969,,0,1
946,0.946,118.8679523,100.0654478,111.4535785,99.8564103,,0,1
947,0.947,123.6453433,100.2925939,126.431178,100.2922795,,0,1
948,0.948,121.5792542,100.4284492,129.0459938,100.6042675,,1,0
949,0.949,121.374628,99.95322683,122.3922574,99.94244148,,0,1
950,0.95,122.4087462,100.5131472,117.7947963,100.2952796,,0,1
951,0.951,125.1454328,100.1716496,123.6074763,100.0831077,,0,1
952,0.952,121.7766853,100.2232655,126.4658984,100.4765837,,1,0
953,0.953,115.3924494,99.91792894,113.8534951,99.66779267,,0,1
954,0.954,110.0952251,99.61579948,109.4251707,99.79561229,,1,0
955,0.955,121.9470412,100.3671205,120.3062916,100.2597367,,0,1
956,0.956,126.007205,100.3514137,132.4915569,100.8557325,,1,0
957,0.957,113.8899442,99.77057696,127.0436491,100.1468716,,1,0
958,0.958,109.4660969,99.66225453,117.4261058,100.0457635,,1,0
959,0.959,124.3368457,100.0542812,118.6618932,99.96492516,,0,1
960,0.96,131.8483566,100.5783043,133.6568099,100.731444,,1,0
961,0.961,119.0278723,100.2418849,118.7398245,100.3153636,,1,0
962,0.962,116.0195809,100.0792142,121.5634143,100.1746049,,1,0
963,0.963,109.4754609,99.59300964,111.1934675,99.75124517,,1,0
964,0.964,123.1361288,100.1028148,126.7072188,100.3485463,,1,0
965,0.965,117.5354363,99.72429613,109.5549487,99.41271964,,0,1
966,0.966,129.0566615,100.4039529,125.4775603,100.2884917,,0,1
967,0.967,129.0451659,100.0995609,123.670471,99.86013572,,0,1
968,0.968,124.4596544,100.4442266,126.0580947,100.4524604,,1,0
969,0.969,104.4246623,99.26686435,104.4299428,99.31502135,,1,0
970,0.97,121.0202053,99.8507987,114.5313851,99.70778993,,0,1
971,0.971,113.7108481,99.77353867,117.3502629,99.87462183,,1,0
972,0.972,115.1359275,100.0760556,118.17151,100.0766824,,1,0
973,0.973,123.2340211,100.6542244,118.5957556,100.3569954,,0,1
974,0.974,109.4793216,99.90745702,119.426208,100.1934226,,1,0
975,0.975,126.8988438,100.3650776,117.8019952,100.2225714,,0,1
976,0.976,117.9037513,99.75829305,116.3101168,99.7415478,,0,1
977,0.977,119.5105159,100.1058099,121.1423433,100.158443,,1,0
978,0.978,121.1657728,99.83971977,121.928972,99.88991867,,1,0
979,0.979,125.891282,100.2702536,122.6356832,100.1224225,,0,1
980,0.98,111.5601722,99.96316944,117.1334618,100.0095211,,1,0
981,0.981,129.241007,100.4469202,128.334394,100.4105221,,0,1
982,0.982,127.359035,100.1098415,126.1421577,100.1239114,,1,0
983,0.983,136.5708309,100.5645116,136.7257882,100.5785357,,1,0
984,0.984,116.2411574,99.93185349,118.4948415,99.87592742,,0,1
985,0.985,109.8923586,99.61515243,110.6395553,99.62240044,,1,0
986,0.986,110.4896552,99.89562755,121.2694477,100.2000151,,1,0
987,0.987,117.3269439,99.79759579,118.7717319,99.95368198,,1,0
988,0.988,123.2286251,100.0774098,124.0478568,100.137631,,1,0
989,0.989,123.7435484,100.3642731,128.1802249,100.410574,,1,0
990,0.99,121.6779352,100.2295018,123.1933421,100.2536343,,1,0
991,0.991,124.6669494,100.1734468,119.902753,100.0443316,,0,1
992,0.992,117.8035143,100.1013804,122.7833909,100.2270084,,1,0
993,0.993,112.6774625,99.83569013,115.8740608,100.1017931,,1,0
994,0.994,127.0666557,100.5170951,125.294172,100.5957896,,1,0
995,0.995,115.6488433,99.54959563,112.0187898,99.19489537,,0,1
996,0.996,113.1706841,99.61741599,115.6404676,99.6599568,,1,0
997,0.997,111.4083218,99.6147471,109.9677488,99.58919297,,0,1
998,0.998,128.3416783,100.2415947,114.3393113,99.89307306,,0,1
999,0.999,126.3843457,100.5062194,124.071448,100.3750298,,0,1
,,120.4647103,100.0371781,120.4970695,100.0415972,,514,486
