Iteration,Noise Level,Basis Shape Error (%),Basis Motion Error (%),Rotation Shape Error (%),Rotation Motion Error (%),,Basis,Rotation
389,0.389,114.9692281,99.94063254,121.7545778,100.0461264,,1,0
390,0.39,116.9494318,100.2357205,120.7493461,100.5334923,,1,0
391,0.391,117.915074,99.61117618,122.7229464,99.71839604,,1,0
392,0.392,128.6862863,100.1958709,123.4761156,100.0399673,,0,1
393,0.393,127.6421379,100.4590171,125.2627558,100.375267,,0,1
394,0.394,122.8952101,100.0421674,120.6381133,99.96267195,,0,1
395,0.395,118.9389399,99.78825059,116.9382734,99.73698333,,0,1
396,0.396,129.8688785,100.5641108,124.761658,100.4521596,,0,1
397,0.397,131.2285848,100.2020861,126.8734809,100.2668988,,1,0
398,0.398,124.3380407,100.083969,119.1218075,100.0899385,,1,0
399,0.399,115.1909937,99.85088911,118.8201141,99.97300387,,1,0
400,0.4,120.3493612,99.94139036,124.221367,100.169562,,1,0
401,0.401,111.8792993,100.2862924,115.0124471,100.3183139,,1,0
402,0.402,127.735533,100.1699326,128.7831261,100.1076394,,0,1
403,0.403,104.1641916,98.77332485,108.097722,98.99910589,,1,0
404,0.404,122.7805798,99.93512868,126.0283858,100.0089834,,1,0
405,0.405,113.8742358,99.831847,114.8733497,99.94095432,,1,0
406,0.406,113.1504358,99.62341611,114.0831928,99.65627691,,1,0
407,0.407,120.2085962,100.0977964,115.2321,99.61008724,,0,1
408,0.408,135.0637927,100.6089842,133.0509618,100.5477015,,0,1
409,0.409,130.7891889,100.3582534,129.635134,100.1737424,,0,1
410,0.41,136.4508082,100.7760832,127.9818376,100.5385667,,0,1
411,0.411,116.3721646,100.0437739,118.3146316,99.93340125,,0,1
412,0.412,117.5729376,99.89668781,119.0411645,99.97716013,,1,0
413,0.413,110.6706899,99.54861335,120.3614982,99.87144272,,1,0
414,0.414,133.1498232,100.2328543,125.744398,100.1894741,,0,1
415,0.415,131.0947102,100.4737191,131.5176148,100.5692698,,1,0
416,0.416,122.6528829,99.79528829,120.8443787,99.75763798,,0,1
417,0.417,125.7772487,100.1906104,124.8079154,100.3009883,,1,0
418,0.418,133.7378542,100.6796352,132.5236838,100.6139133,,0,1
419,0.419,113.7486198,99.79233061,117.8874807,99.91430638,,1,0
420,0.42,120.0170222,100.0902601,123.6743798,100.3447895,,1,0
421,0.421,108.1340817,99.88230362,114.7869905,99.90133176,,1,0
422,0.422,115.2701757,99.88539259,121.140063,100.1887206,,1,0
423,0.423,123.7173121,99.94688515,127.8163508,100.1506035,,1,0
424,0.424,114.7181803,99.92163389,112.9027838,99.84475411,,0,1
425,0.425,128.7040585,100.4908901,124.8807551,100.410664,,0,1
426,0.426,122.2580474,100.2556921,123.677732,100.1497373,,0,1
427,0.427,115.1044074,99.8073375,116.3848145,99.81972181,,1,0
428,0.428,125.3372206,100.2629038,123.1260662,100.3375372,,1,0
429,0.429,131.0589396,100.3019408,129.1486488,100.1358407,,0,1
430,0.43,112.4842868,99.63006821,120.8726628,99.91579626,,1,0
431,0.431,119.4632943,99.90792575,112.9695489,99.92207186,,1,0
432,0.432,104.5237402,99.18560338,103.9194668,98.99928014,,0,1
433,0.433,118.5968393,100.0064432,120.7235727,100.0207949,,1,0
434,0.434,124.3080959,100.3982059,127.4398672,100.4079765,,1,0
435,0.435,123.4644164,100.3385997,119.7838512,100.2557707,,0,1
436,0.436,113.0255093,99.77575165,115.0212292,99.85336759,,1,0
437,0.437,117.2224598,99.70484317,119.5971082,99.85012954,,1,0
438,0.438,118.8066896,100.0009095,118.5378749,100.0268332,,1,0
439,0.439,116.0558045,99.7477294,121.3672655,99.88212145,,1,0
440,0.44,134.8104751,100.6188471,128.1420836,100.3421092,,0,1
441,0.441,115.2754446,99.7557921,125.7580563,99.86700111,,1,0
442,0.442,114.5266897,99.96611065,111.5835862,99.71431407,,0,1
443,0.443,129.5043794,100.6523739,132.9609663,100.7996513,,1,0
444,0.444,128.0702378,100.2575874,124.5369381,100.2390609,,0,1
445,0.445,116.9386995,100.0378986,116.0625354,99.94229461,,0,1
446,0.446,109.1838735,99.38067634,115.1425708,99.87244474,,1,0
447,0.447,123.9376815,100.0499217,128.5983576,100.3054934,,1,0
448,0.448,112.2331118,99.88505796,122.0068704,100.1595382,,1,0
449,0.449,121.6448918,100.4444064,117.0073607,100.0846138,,0,1
450,0.45,108.9815748,99.46111072,111.2259794,99.57200187,,1,0
451,0.451,111.6557402,99.72810134,115.2702272,99.58189728,,0,1
452,0.452,126.2891227,100.7324244,128.1151053,100.7864921,,1,0
453,0.453,120.7263954,100.0880357,116.4299163,100.0288662,,0,1
454,0.454,109.3622598,99.6092419,115.4553944,99.80781461,,1,0
455,0.455,118.4573887,100.1795738,120.1890455,100.0971335,,0,1
456,0.456,119.2670783,100.0824037,124.6577627,100.518286,,1,0
457,0.457,121.1391027,100.0319292,117.9335799,99.71523731,,0,1
458,0.458,107.342732,99.31680316,117.5962176,99.72843573,,1,0
459,0.459,123.0439767,100.0562249,122.1491036,100.0982581,,1,0
460,0.46,109.1215029,99.47148786,106.9427476,99.39850456,,0,1
461,0.461,127.3656421,100.1310397,124.7384371,100.0108807,,0,1
462,0.462,120.2272082,99.84565606,119.913449,99.76445267,,0,1
463,0.463,116.816137,99.94839762,112.892067,99.85498753,,0,1
464,0.464,115.2928121,100.0797609,118.3874312,100.1457291,,1,0
465,0.465,130.9284431,100.8795507,135.5697282,100.9084655,,1,0
466,0.466,113.5885687,100.0163388,121.8836378,100.1965123,,1,0
467,0.467,125.4645898,100.2122649,124.6349747,100.3225633,,1,0
468,0.468,116.8423133,100.0423381,112.5566463,99.89468365,,0,1
469,0.469,129.5825125,100.4375608,126.5518612,100.2437776,,0,1
470,0.47,123.4829063,99.7744668,117.9054863,99.67815568,,0,1
471,0.471,114.5522201,99.84042499,121.3508142,99.9347979,,1,0
472,0.472,122.498282,100.3740926,115.9740014,100.1254574,,0,1
473,0.473,119.6878961,100.2216947,126.7395287,100.4946619,,1,0
474,0.474,120.786315,100.3880989,115.6801567,100.1155924,,0,1
475,0.475,117.6754666,99.78120869,115.9936997,99.65674949,,0,1
476,0.476,125.9209805,100.2184755,122.2086183,100.2003712,,0,1
477,0.477,123.4769731,100.0993145,129.0806702,100.243637,,1,0
478,0.478,119.5359038,99.74776712,117.5606332,99.7476326,,0,1
479,0.479,110.042663,99.91877683,107.1900956,99.75835998,,0,1
480,0.48,132.5234844,100.460411,124.975972,100.2537109,,0,1
481,0.481,124.0635443,100.4275864,119.1842275,99.92831742,,0,1
482,0.482,119.7693097,100.1395309,118.7057989,100.1436068,,1,0
483,0.483,116.3272903,100.0093245,122.8971196,100.1870527,,1,0
484,0.484,120.5904868,99.92663033,117.8649394,99.88436222,,0,1
485,0.485,117.0647313,100.017922,114.7145648,100.1018339,,1,0
486,0.486,120.9742555,100.0754004,113.2439626,99.63331131,,0,1
487,0.487,114.7654852,100.1923946,115.2292796,100.2486074,,1,0
488,0.488,120.4455582,100.0201141,122.1401489,100.0288806,,1,0
489,0.489,122.9995595,99.98074894,121.2143474,99.82408283,,0,1
490,0.49,122.9635058,100.1234903,123.0898147,100.1124768,,0,1
491,0.491,120.5672234,100.0171521,122.1603115,100.1905611,,1,0
492,0.492,122.8380508,100.0390826,120.2738869,100.2185576,,1,0
493,0.493,127.9524083,100.3645355,123.234618,100.2024229,,0,1
494,0.494,115.9807369,99.80853928,118.643145,99.87223022,,1,0
495,0.495,106.988305,99.45574218,120.7582348,99.96304492,,1,0
496,0.496,133.4950077,100.4970114,127.2333514,100.3811455,,0,1
497,0.497,108.79183,99.59895826,109.968691,99.64474605,,1,0
498,0.498,118.7246712,99.94628925,114.8092319,99.85471661,,0,1
499,0.499,116.0153356,99.9601223,120.9885514,100.167637,,1,0
500,0.5,136.876508,100.7540136,130.0630547,100.3036273,,0,1
501,0.501,118.7415884,99.88500024,123.7953621,100.1276185,,1,0
502,0.502,118.7413378,99.94525414,120.6363574,100.1869633,,1,0
503,0.503,110.140882,99.79591564,117.871693,99.99692852,,1,0
504,0.504,116.3084663,100.1207793,120.8589399,100.3142918,,1,0
505,0.505,109.4341546,99.82716863,113.7610746,99.85417969,,1,0
506,0.506,126.9802428,100.4559228,113.9059521,99.79127033,,0,1
507,0.507,114.4574469,99.9307107,116.0992894,100.0760504,,1,0
508,0.508,121.9861109,99.70116003,117.6044908,99.58925521,,0,1
509,0.509,118.8165777,100.1105325,125.1091632,100.4343111,,1,0
510,0.51,118.7972892,100.2488414,120.749431,100.4448998,,1,0
511,0.511,109.977179,99.3989257,109.1678457,99.3577278,,0,1
512,0.512,122.6045515,100.3355998,123.564676,100.7098703,,1,0
513,0.513,116.9155327,99.94507487,115.7703629,99.90678276,,0,1
514,0.514,120.0338895,99.9968663,125.44187,100.3535379,,1,0
515,0.515,129.5490557,100.046665,131.0239243,100.1519179,,1,0
516,0.516,128.6237429,100.2155249,123.961688,100.0656003,,0,1
517,0.517,110.3930183,99.57944532,114.5551652,99.6405949,,1,0
518,0.518,109.2179718,99.40481224,110.0317863,99.49635762,,1,0
519,0.519,122.7797668,100.081158,122.174027,100.2061988,,1,0
520,0.52,121.2441271,100.1246696,126.3898066,100.2378655,,1,0
521,0.521,124.1038747,100.0681039,123.7918459,100.0741063,,1,0
522,0.522,125.5486561,100.3840112,115.8929506,100.1546639,,0,1
523,0.523,123.6654623,100.1417797,123.5476195,100.1924931,,1,0
524,0.524,112.0846376,99.84435402,111.3494217,99.866304,,1,0
525,0.525,128.7609604,100.2676336,134.0057297,100.6066508,,1,0
526,0.526,123.842059,100.4085271,124.080629,100.3752181,,0,1
527,0.527,130.2116397,100.4603799,134.014869,100.6380133,,1,0
528,0.528,118.404477,100.5201426,123.8974778,100.6792621,,1,0
529,0.529,118.0335201,100.008331,121.5118672,100.1777566,,1,0
530,0.53,125.8073384,100.4400531,125.2548553,100.3305387,,0,1
531,0.531,117.5220411,99.84624316,123.7316491,100.118463,,1,0
532,0.532,128.2842363,100.3610441,122.3359107,100.0434581,,0,1
533,0.533,106.4758629,99.37763669,106.3015684,99.37839021,,1,0
534,0.534,125.8246364,100.2437766,121.6550435,100.1149958,,0,1
535,0.535,118.8550556,100.2337666,119.1851903,100.1914208,,0,1
536,0.536,113.5369747,99.68994103,116.5295762,99.71048214,,1,0
537,0.537,120.4317847,99.98327839,114.1847293,99.78931879,,0,1
538,0.538,121.6124622,100.5231577,122.4246354,100.4392437,,0,1
539,0.539,122.4345351,99.83186743,119.3410014,99.64136141,,0,1
540,0.54,131.4581799,100.395475,129.0838716,100.2735045,,0,1
541,0.541,117.1134694,100.156445,108.9625773,99.78217565,,0,1
542,0.542,119.1236222,99.95936993,120.531504,99.87648981,,0,1
543,0.543,113.3055602,99.47673165,111.6977412,99.40256374,,0,1
544,0.544,126.8279586,100.1939178,130.6011697,100.3189202,,1,0
545,0.545,122.5976592,100.3735508,117.0204793,100.2700662,,0,1
546,0.546,115.54495,99.55219115,115.6773659,99.57747076,,1,0
547,0.547,121.3637644,100.2516599,123.0627786,100.3139031,,1,0
548,0.548,128.2909071,100.1239594,123.2643268,99.95542724,,0,1
549,0.549,113.9360498,99.77514749,118.5219568,99.90989995,,1,0
550,0.55,128.3394455,100.4431878,130.4366628,100.4442813,,1,0
551,0.551,120.5753639,100.2031955,121.2520825,100.1854796,,0,1
552,0.552,122.0995251,100.1933378,123.2425419,100.175333,,0,1
553,0.553,120.8101013,100.4938527,116.6196451,100.4059184,,0,1
554,0.554,129.3425978,100.2144074,135.0918404,100.6734538,,1,0
555,0.555,120.5999851,100.2713264,124.3698977,100.5166469,,1,0
556,0.556,125.7787136,100.2323409,127.2136013,100.3559506,,1,0
557,0.557,122.5564203,99.98848906,126.6979167,100.1091008,,1,0
558,0.558,109.4750438,99.31996609,117.550386,99.54340845,,1,0
559,0.559,113.1171579,99.66856306,111.0671066,99.63005031,,0,1
560,0.56,120.7025504,99.9559977,123.2700935,99.93296006,,0,1
561,0.561,116.5546563,99.93995924,115.0803952,99.8542425,,0,1
562,0.562,111.4295934,99.71443533,118.5543547,100.0474036,,1,0
563,0.563,119.2939319,99.84189378,115.9590883,99.60985878,,0,1
564,0.564,119.3474684,100.0334646,118.4024487,99.94506968,,0,1
565,0.565,125.3545809,99.99597076,127.9874209,100.1400701,,1,0
566,0.566,114.4382505,99.83723302,118.0307645,99.81398943,,0,1
567,0.567,118.6543959,99.61969493,121.393138,99.91608987,,1,0
568,0.568,122.1690482,100.2279054,125.8153989,100.3227904,,1,0
569,0.569,120.3422629,99.92355065,117.6022554,99.79237006,,0,1
570,0.57,116.9463003,100.0391522,114.6428498,99.9503556,,0,1
571,0.571,129.1755901,100.4823713,126.8535009,100.4113397,,0,1
572,0.572,123.6618208,100.3455824,120.9487456,100.2669279,,0,1
573,0.573,121.3894922,100.0224679,128.2287218,100.2914756,,1,0
574,0.574,126.7003081,100.2053938,126.823777,100.285874,,1,0
575,0.575,121.7651203,100.043542,126.6080131,100.4125899,,1,0
576,0.576,121.4578157,100.5550592,122.8607001,100.4659584,,0,1
577,0.577,109.667558,99.79061111,110.4052003,99.76744604,,0,1
578,0.578,113.1073809,99.73255325,113.1359604,99.8059556,,1,0
579,0.579,113.5350218,99.8035386,112.4612207,99.76800892,,0,1
580,0.58,138.4144111,100.7275217,130.4771707,100.6174039,,0,1
581,0.581,118.7498882,99.76628809,121.2597787,99.91430369,,1,0
582,0.582,122.1970913,100.3870649,124.9801415,100.4527207,,1,0
583,0.583,121.4156736,100.1077818,125.3944469,100.1938889,,1,0
584,0.584,115.552123,99.72202594,120.1672992,99.9045365,,1,0
585,0.585,121.2274827,99.68011568,121.7553204,99.7915398,,1,0
586,0.586,117.3877718,100.0417259,120.4087935,100.123949,,1,0
587,0.587,121.3864673,99.71754132,114.3791121,99.66475515,,0,1
588,0.588,127.2870898,100.12049,129.3150687,100.2437493,,1,0
589,0.589,119.9028308,100.1405266,110.9973549,99.93114856,,0,1
590,0.59,118.96878,99.82777395,125.2151033,100.1733913,,1,0
591,0.591,122.7096252,100.0381909,123.284085,100.1571988,,1,0
592,0.592,111.8761543,99.3982986,112.4213658,99.47599983,,1,0
593,0.593,123.7614844,99.89554429,122.9584904,99.80979816,,0,1
594,0.594,123.9981966,100.1156153,122.6604848,100.023549,,0,1
595,0.595,128.5478174,100.2618481,129.0981063,100.4678435,,1,0
596,0.596,126.4108004,99.95471175,122.0375797,99.52163221,,0,1
597,0.597,124.9013564,100.1489686,126.1632168,100.180735,,1,0
598,0.598,120.2635764,99.7450988,120.6178994,99.60791578,,0,1
599,0.599,116.7148259,99.84746101,118.9113435,99.86796906,,1,0
600,0.6,118.2560038,100.1581551,121.2530896,100.3018913,,1,0
601,0.601,119.1709165,100.0596702,118.616853,99.76296358,,0,1
602,0.602,111.0206364,99.43899169,110.2203496,99.44882247,,1,0
603,0.603,124.5770006,100.2939814,123.8234881,100.4245624,,1,0
604,0.604,113.2128399,99.64940508,117.3419974,99.65990874,,1,0
605,0.605,121.2745495,100.1868981,123.1765878,100.1256603,,0,1
606,0.606,125.0979685,100.31049,126.1827339,100.3461227,,1,0
607,0.607,126.8306229,100.2856407,120.1948473,100.1675315,,0,1
608,0.608,122.6463571,100.3017168,118.9919181,100.2428613,,0,1
609,0.609,125.3643063,100.3171516,128.6031957,100.3823437,,1,0
610,0.61,129.6578242,100.2892749,133.479942,100.3018096,,1,0
611,0.611,118.1960178,99.9325281,120.1125814,99.99925077,,1,0
612,0.612,123.9925149,100.2629391,125.3696753,100.5716437,,1,0
613,0.613,118.1144829,99.57826684,113.7416473,99.5644175,,0,1
614,0.614,117.739667,99.85515096,111.4348591,99.6055313,,0,1
615,0.615,114.4168113,99.68608577,119.4313961,99.99350495,,1,0
616,0.616,116.5417858,99.94140956,120.8504936,100.0719164,,1,0
617,0.617,123.6167452,100.3393556,126.3756358,100.5120231,,1,0
618,0.618,129.6882329,100.311135,117.659274,99.82814434,,0,1
619,0.619,128.4412657,100.3431629,125.3438946,100.2009563,,0,1
620,0.62,107.6896168,99.56395602,110.9525772,99.60052253,,1,0
621,0.621,115.7447619,99.33770899,110.5038751,99.28944099,,0,1
622,0.622,114.0417084,99.55534922,104.2138863,99.31414909,,0,1
623,0.623,113.8794377,100.1406396,117.1381871,100.2556954,,1,0
624,0.624,119.4443053,100.1168953,121.1696139,100.1339482,,1,0
625,0.625,111.2433368,99.8869009,118.0895302,99.95521415,,1,0
626,0.626,118.5722521,99.90282963,119.6645181,99.87265467,,0,1
627,0.627,126.2584065,100.3482291,128.3391568,100.3256451,,0,1
628,0.628,121.9331222,99.92584974,117.5613274,99.73710973,,0,1
629,0.629,130.9845055,100.0360061,125.5311835,99.95512136,,0,1
630,0.63,122.6452075,100.1743448,122.405125,100.3609814,,1,0
631,0.631,119.4531065,99.97933274,112.2923871,99.79505577,,0,1
632,0.632,114.131442,99.86820532,120.1574697,99.97212362,,1,0
633,0.633,122.5947839,99.99708859,126.6684862,100.136652,,1,0
634,0.634,130.7841271,100.3893613,130.6999094,100.3653075,,0,1
635,0.635,133.3320992,100.7564355,135.9078461,100.757855,,1,0
636,0.636,122.2473315,100.241006,122.8283616,100.1855101,,0,1
637,0.637,113.3864198,99.94735303,114.9099563,100.0377046,,1,0
638,0.638,131.3056127,100.3686001,129.1527528,100.2793709,,0,1
639,0.639,128.6804675,100.4828712,126.3600312,100.1652424,,0,1
640,0.64,124.237251,99.95634945,131.7836851,100.3153513,,1,0
641,0.641,112.7512422,100.0332185,119.7194731,100.3779677,,1,0
642,0.642,120.3168621,99.86302178,115.2121806,99.78515192,,0,1
643,0.643,105.2690483,99.46332497,108.8655157,99.77944226,,1,0
644,0.644,123.9033043,99.81756212,122.1068633,99.85508607,,1,0
645,0.645,116.5088484,99.55679084,119.2383477,99.83511844,,1,0
646,0.646,124.9414559,100.0340707,128.2001828,100.326299,,1,0
647,0.647,111.6359455,99.56454014,102.9678489,99.32967261,,0,1
648,0.648,123.7005081,100.2421748,122.0812893,100.2131087,,0,1
649,0.649,126.0026982,100.4344735,138.2573276,100.7236173,,1,0
650,0.65,127.6469258,100.2810816,127.7662324,100.2329424,,0,1
651,0.651,125.4522931,100.322459,124.2454182,100.2421415,,0,1
652,0.652,126.6871146,99.80826199,121.8480768,99.78141004,,0,1
653,0.653,118.9827586,99.84336584,123.10871,99.97888269,,1,0
654,0.654,113.0205853,99.71976216,111.1210777,99.64434847,,0,1
655,0.655,122.1998204,99.6073668,115.6955738,99.38357652,,0,1
656,0.656,120.7194454,99.81491144,118.5936088,99.65425135,,0,1
657,0.657,113.9503784,99.52292909,110.5818997,99.50219651,,0,1
658,0.658,129.3821943,100.5530879,126.4456699,100.2275909,,0,1
659,0.659,112.5040265,99.41650255,117.1545455,99.61088249,,1,0
660,0.66,127.2695119,100.2210919,124.4190435,99.99206876,,0,1
661,0.661,108.9334021,99.52401491,105.2885066,99.36900134,,0,1
662,0.662,118.0973654,99.87054975,119.7317857,100.1747818,,1,0
663,0.663,112.6223944,99.38537904,119.5614162,99.69478997,,1,0
664,0.664,114.7803883,99.9018702,110.2834361,99.71877429,,0,1
665,0.665,119.0898226,99.96602845,128.5944425,100.2464106,,1,0
666,0.666,120.8727599,99.76726229,128.632831,100.1798873,,1,0
667,0.667,132.7063862,100.59879,128.2296886,100.4119009,,0,1
668,0.668,124.1813586,100.1772993,123.1482455,100.1102787,,0,1
669,0.669,118.4043324,100.1667145,117.0895456,99.9800833,,0,1
670,0.67,115.9421258,99.62991321,107.1976398,99.42594303,,0,1
671,0.671,119.2581305,99.76087647,120.4792678,99.8038572,,1,0
672,0.672,125.2306014,100.0252524,126.8325856,100.2266063,,1,0
673,0.673,120.7719776,100.1296906,118.8381695,99.88880061,,0,1
674,0.674,123.8046354,99.64712491,117.6732236,99.38962992,,0,1
675,0.675,118.0346492,100.187472,116.9357486,100.0996098,,0,1
676,0.676,115.5311237,100.1801292,110.714684,99.99027448,,0,1
677,0.677,113.8802902,99.46862737,114.5249867,99.43871575,,0,1
678,0.678,123.1215914,100.2116636,122.6344096,100.4573393,,1,0
679,0.679,114.5183762,99.94900846,116.0223239,100.0864632,,1,0
680,0.68,106.9202999,99.30994383,98.81202312,99.24106644,,0,1
681,0.681,120.7130219,100.1560406,121.2316918,100.1874922,,1,0
682,0.682,122.1965945,100.2947434,120.5486657,100.3031129,,1,0
683,0.683,122.7991627,100.0809769,123.4064513,100.1316999,,1,0
684,0.684,117.5056614,99.60662929,112.1663406,99.41559903,,0,1
685,0.685,122.148065,99.86359942,116.8505641,99.69134472,,0,1
686,0.686,113.495681,99.17833904,108.5603949,98.93911563,,0,1
687,0.687,123.8619743,100.2228911,119.3439033,99.77469886,,0,1
688,0.688,124.8051771,100.2384934,116.0054815,99.96181041,,0,1
689,0.689,114.5875653,99.89018868,117.5595657,99.9079729,,1,0
690,0.69,124.603234,99.96220192,124.0600964,100.0898273,,1,0
691,0.691,108.3323136,99.16406572,109.0880781,99.30865723,,1,0
692,0.692,128.8098162,100.5295914,125.7699483,100.3335215,,0,1
693,0.693,124.5758283,100.3461275,124.474848,100.4515431,,1,0
694,0.694,117.7355319,99.9190247,123.7672247,100.0200794,,1,0
695,0.695,126.4440724,100.3579041,122.4076286,100.1624905,,0,1
696,0.696,120.8201567,100.0026387,122.5051497,100.0994743,,1,0
697,0.697,129.0823595,100.1074962,124.8765743,99.99482529,,0,1
698,0.698,115.9815529,99.46696185,123.1481794,99.69468306,,1,0
699,0.699,119.1013567,100.001171,120.0327137,100.0828606,,1,0
700,0.7,125.0719276,99.7499664,115.4062931,99.51768104,,0,1
701,0.701,120.9052331,100.1421427,114.1068346,99.66736046,,0,1
702,0.702,109.4127136,99.648337,118.0750568,99.85155632,,1,0
703,0.703,117.2224064,99.90547376,112.2399319,99.74873756,,0,1
704,0.704,98.89018947,99.42140471,99.72341692,99.45734795,,1,0
705,0.705,125.0876521,99.91911959,124.8578934,100.0707589,,1,0
706,0.706,112.8484109,99.66877265,114.7838213,99.71660914,,1,0
707,0.707,121.5529914,100.3778389,119.3693406,100.2635176,,0,1
708,0.708,117.8948077,100.2046373,116.5972178,100.2356821,,1,0
709,0.709,114.0244922,100.1648776,115.4078749,100.3115032,,1,0
710,0.71,123.310314,100.2339794,119.5941155,99.98085506,,0,1
711,0.711,121.055874,100.1111008,125.4276806,100.3733397,,1,0
712,0.712,125.5250832,100.3094926,130.3307981,100.417883,,1,0
713,0.713,119.3162569,100.4109863,126.270758,100.5648209,,1,0
714,0.714,110.5524034,99.82350056,111.9444097,99.90666829,,1,0
715,0.715,114.1507884,99.70413698,101.0652533,99.33169187,,0,1
716,0.716,116.9815286,99.65414338,116.9182543,99.66535568,,1,0
717,0.717,117.9607916,99.5741028,106.6714436,99.39501354,,0,1
718,0.718,127.6884916,100.1871133,128.5386568,100.2038247,,1,0
719,0.719,123.8012808,100.1205224,124.494449,100.0966373,,0,1
720,0.72,123.4087326,99.88451187,119.7329385,99.82015926,,0,1
721,0.721,119.7434466,100.0976475,121.7398434,99.94555814,,0,1
722,0.722,125.6500686,100.3149206,119.2128893,99.86369934,,0,1
723,0.723,109.9924084,99.67853945,116.218747,99.60899589,,0,1
724,0.724,113.6480157,99.63961342,116.6291914,99.64673011,,1,0
725,0.725,114.292317,100.0690173,113.7123099,100.0903548,,1,0
726,0.726,113.7192744,99.59966802,110.5408556,99.47104061,,0,1
727,0.727,105.0571139,99.32572071,108.0977831,99.45764329,,1,0
728,0.728,125.3210275,100.3027616,122.7059345,100.1972256,,0,1
729,0.729,136.7622302,100.5781661,138.3199825,100.728762,,1,0
730,0.73,119.0009767,100.302966,121.5583725,100.3229694,,1,0
731,0.731,122.9631493,100.019236,116.7099103,99.76424481,,0,1
732,0.732,126.6511106,100.5273306,123.9056476,100.4718565,,0,1
733,0.733,112.9180496,99.44253041,114.7454601,99.47814922,,1,0
734,0.734,123.2960569,99.94216754,121.8536031,99.90860356,,0,1
735,0.735,115.1952506,99.73424033,116.8877254,99.83219209,,1,0
736,0.736,124.5384063,100.6023697,122.6100738,100.2728228,,0,1
737,0.737,107.9489311,99.62352354,102.5622435,99.40728181,,0,1
738,0.738,122.2961356,100.2622019,120.0720831,100.0004627,,0,1
739,0.739,114.3239677,99.55122516,112.5346169,99.66557319,,1,0
740,0.74,124.2693155,100.5186658,126.613075,100.6874481,,1,0
741,0.741,117.8768103,100.0823124,118.7689434,100.1125319,,1,0
742,0.742,117.8268441,99.74670456,122.1176102,99.85967342,,1,0
743,0.743,110.8798863,99.69308547,110.4384835,99.6802768,,0,1
744,0.744,120.8818195,99.97174791,118.29971,99.77161008,,0,1
745,0.745,115.8869767,99.46204631,111.4943456,99.58250851,,1,0
746,0.746,110.0873577,99.69983756,110.4722676,99.72127044,,1,0
747,0.747,121.7851463,100.2041666,117.7717991,100.1115988,,0,1
748,0.748,114.9630384,100.0385983,117.9113654,100.2418913,,1,0
749,0.749,118.5483405,99.6819808,121.0099608,99.81705162,,1,0
750,0.75,118.5508794,99.90762792,120.0531475,100.0434365,,1,0
751,0.751,124.783241,100.3142987,123.6882186,100.3642523,,1,0
752,0.752,118.018283,100.1390691,113.5191787,99.92316293,,0,1
753,0.753,120.8969926,99.85430478,121.7438464,99.89464137,,1,0
754,0.754,117.2307324,99.66876383,120.3288678,99.73590205,,1,0
755,0.755,116.4366279,99.69749987,115.8257686,99.59921776,,0,1
756,0.756,114.1950222,99.88385895,116.7626201,100.0021187,,1,0
757,0.757,122.0834838,99.77155024,119.9730769,99.66486136,,0,1
758,0.758,122.2499365,99.84835203,119.7820903,99.80279719,,0,1
759,0.759,119.5533826,99.89022583,118.4824307,99.83089124,,0,1
760,0.76,115.3910721,100.007444,115.8333401,100.1000103,,1,0
761,0.761,123.3681244,99.69793442,119.5940226,99.58189811,,0,1
762,0.762,126.8249104,100.1579925,119.6608654,99.82253464,,0,1
763,0.763,123.1260148,100.3759503,128.7874478,100.7044676,,1,0
764,0.764,128.8662212,100.1755606,125.9109701,100.0192176,,0,1
765,0.765,123.5366345,100.1629662,122.0931941,99.99672795,,0,1
766,0.766,118.5108009,99.90582629,117.5983444,99.74406776,,0,1
767,0.767,123.1590098,100.387974,121.9874701,100.3300134,,0,1
768,0.768,118.8902267,99.72614974,119.467395,99.7597491,,1,0
769,0.769,115.0114489,99.848083,125.333767,100.1142608,,1,0
770,0.77,124.1676318,100.038438,119.2314131,100.0322369,,0,1
771,0.771,113.0912032,100.0988333,112.5382896,99.92075167,,0,1
772,0.772,122.9224855,99.86535055,120.7238934,99.89875922,,1,0
773,0.773,121.2527484,100.2289176,122.9668804,100.3542693,,1,0
774,0.774,113.4216232,99.9516538,111.2732187,99.9029055,,0,1
775,0.775,107.0128204,99.51042653,109.1006981,99.4638876,,0,1
776,0.776,127.08722,100.1451447,121.7793806,100.090432,,0,1
777,0.777,125.0937033,100.5553986,127.0775855,100.6022191,,1,0
778,0.778,121.9803048,99.73719068,127.2710358,99.85983868,,1,0
779,0.779,126.996814,100.2909249,122.0017769,100.2306985,,0,1
780,0.78,107.8599563,99.72838672,115.4165052,100.0655156,,1,0
781,0.781,112.1900804,99.64255313,112.3030742,99.72595566,,1,0
782,0.782,122.4564428,99.72497891,121.3534936,99.57349399,,0,1
783,0.783,118.4038008,100.1403907,119.2376581,100.1875799,,1,0
784,0.784,115.0636668,99.79091821,119.3681133,100.0507004,,1,0
785,0.785,122.9146336,100.0810773,121.9484954,100.1632956,,1,0
786,0.786,119.3234415,100.0611123,117.4946338,99.95304277,,0,1
787,0.787,121.6194161,100.1515286,127.3951081,100.162997,,1,0
788,0.788,121.6531481,100.5555704,120.0556605,100.4501609,,0,1
789,0.789,125.028912,100.2375051,123.747422,100.1506895,,0,1
